epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,18928.3,0.91883,0.63034,1.05767,0.69175,0.55776,0.59076,0.37685,0.98342,0.63626,1.08282,0.004357,0.004357,0.004357
59,19256.5,0.91845,0.62273,1.05937,0.69916,0.55715,0.59286,0.37858,0.98514,0.63596,1.08597,0.004258,0.004258,0.004258
60,19583.2,0.91336,0.62246,1.05838,0.64294,0.57756,0.58409,0.37461,0.98126,0.62966,1.08258,0.004159,0.004159,0.004159
61,19908.8,0.90972,0.61607,1.05617,0.68559,0.56681,0.58605,0.37973,0.97941,0.634,1.08263,0.00406,0.00406,0.00406
62,20234.1,0.90923,0.61741,1.05416,0.70362,0.56352,0.59902,0.3817,0.97877,0.62828,1.08139,0.003961,0.003961,0.003961
63,20559.7,0.90086,0.6098,1.04965,0.70556,0.56877,0.59355,0.38192,0.97856,0.62813,1.08367,0.003862,0.003862,0.003862
64,20883.6,0.89795,0.60352,1.04607,0.70928,0.5856,0.60509,0.38859,0.97839,0.62316,1.082,0.003763,0.003763,0.003763
65,21209.8,0.89237,0.59792,1.04582,0.69925,0.56886,0.60474,0.38934,0.98035,0.62458,1.08412,0.003664,0.003664,0.003664
66,21534.9,0.8928,0.59803,1.04296,0.68721,0.58444,0.59988,0.38573,0.9797,0.6238,1.08671,0.003565,0.003565,0.003565
67,21859.7,0.88534,0.59661,1.04373,0.72695,0.55417,0.59351,0.384,0.97874,0.62262,1.08378,0.003466,0.003466,0.003466
68,22183.5,0.89082,0.5945,1.04076,0.72137,0.56872,0.59857,0.38424,0.97772,0.62386,1.08185,0.003367,0.003367,0.003367
69,22509.6,0.88406,0.58433,1.041,0.73205,0.56576,0.60232,0.38836,0.9771,0.624,1.08205,0.003268,0.003268,0.003268
70,22835.3,0.88346,0.58682,1.04018,0.70542,0.57643,0.60631,0.39275,0.97542,0.61614,1.08286,0.003169,0.003169,0.003169
71,23159.2,0.88997,0.59065,1.03812,0.71399,0.57889,0.60386,0.3958,0.9737,0.61427,1.08003,0.00307,0.00307,0.00307
72,23484,0.8778,0.58269,1.03872,0.71371,0.57811,0.60643,0.39696,0.97442,0.61643,1.08071,0.002971,0.002971,0.002971
73,23808.9,0.87224,0.57571,1.03304,0.72379,0.56465,0.59689,0.38896,0.97663,0.62048,1.08306,0.002872,0.002872,0.002872
74,24133.3,0.86871,0.57633,1.03398,0.71084,0.57678,0.6106,0.39005,0.97504,0.61661,1.08189,0.002773,0.002773,0.002773
